id,nombre,e1_entrada_ppal,e2_itinerarios_accesibles,e3_zonas_atencion_publico,e4_servicios_higienicos,e5_elementos_accesibles,accesibilidad_total,lat,lon,direccion,barrio,ciudad,codigo_postal,tipo_lugar
170,centro civico soci,0.0,0.0,0.0,0.0,0.0,0.0,38.380988000000016,-0.7702470000000008,avenida de los reyes catolicos,desconocido,novelda,03660,theatre
171,centro civico y social,0.0,0.0,1.0,0.0,1.0,0.0,38.02668100000004,-0.7431959999999952,calle virgen del remedio,desconocido,desconocido,03187,community_centre
172,centro cultural,0.0,0.0,1.0,0.0,0.0,0.0,38.06082700000004,-0.8668640000000016,pasaje de la iglesia,desconocido,desconocido,03310,civic
173,centro cultural de la tercera edad,0.0,0.0,1.0,0.0,0.0,0.0,38.57989849999999,-0.0995860000000027,carrer exercits espanyols,desconocido,desconocido,03580,tree
174,centro cultural escoles velles,0.0,0.0,0.0,0.0,0.0,0.0,38.58020799999997,-0.1005670000000061,carrer de murcia,desconocido,desconocido,03580,residential
175,centro cultural gomez tortosa+ oficina turismo +biblio,1.0,0.0,0.0,0.0,0.0,1.0,38.38631800000003,-0.7652099999999964,calle mayor,desconocido,novelda,03660,information
176,centro cultural san vicente ferrer,0.0,0.0,0.0,0.0,1.0,0.0,38.08581600000001,-0.795687,calle mayor,desconocido,desconocido,03169,house
177,centro cultural y casa de la juventud,1.0,0.0,0.0,1.0,0.0,1.0,38.34421300000002,-0.769917999999998,calle de san pedro,desconocido,aspe,03680,house
178,centro de dia,0.0,0.0,0.0,0.0,1.0,0.0,38.575395899999954,-0.0965012000000001,carrer rosa dels vents,arabi,desconocido,03580,government
179,centro de dia para menores,0.0,0.0,0.0,0.0,1.0,0.0,38.38335599999997,-0.7663879999999994,calle jaime ii,desconocido,novelda,03660,residential
180,centro de formacion,0.0,0.0,0.0,0.0,0.0,0.0,38.57891779999997,-0.0976848000000061,carretera de l'albir,jardi de l'alfas,desconocido,03580,tertiary
181,centro de salud,0.0,0.0,0.0,0.0,0.0,0.0,38.69941100000001,-0.7686169999999972,carrer del practicant bellod cortes,desconocido,desconocido,03409,tertiary
182,centro de salud (cesion de uso a gva-salud),0.0,1.0,0.0,0.0,1.0,1.0,38.57853689999997,-0.100174400000002,carrer princeps d'espanya,arabi,desconocido,03580,residential
183,centro de salud ciudad jardin,0.0,0.0,0.0,4.0,0.0,4.0,38.3754255,-0.4949514,carrer del clot / calle clot,el clot,alacant / alicante,3011.0,clinic
184,centro de salud ciudad jardin / centre de salut ciutat jardi,0.0,0.0,0.0,4.0,0.0,4.0,38.3754246,-0.4949259,carrer del clot / calle clot,el clot,alacant / alicante,3011.0,clinic
185,centro de tercera edad fco. alted palomares,1.0,0.0,0.0,0.0,0.0,1.0,38.38689000000001,-0.7706460000000009,carrer d'alacant,desconocido,novelda,03660,residential
186,centro dia,0.0,0.0,1.0,0.0,0.0,0.0,38.33873000000003,-0.7683270000000003,calle ruperto chapi,desconocido,aspe,03680,residential
187,centro enfermos de alzheimer,0.0,0.0,0.0,0.0,0.0,0.0,38.379036999999975,-0.7694819999999971,calle hermanos quintero,desconocido,novelda,03660,nursing_home
188,centro multiusos la cala,0.0,0.0,1.0,0.0,0.0,0.0,38.52766299999997,-0.165761000000005,avinguda marina baixa,la cala de finestrat,desconocido,03509,parking
189,centro multiusos terra marina,0.0,0.0,1.0,0.0,0.0,0.0,38.539974000000015,-0.1839280000000034,avinguda de la costa blanca,desconocido,desconocido,03509,community_centre
190,centro ocupacional ada,1.0,0.0,0.0,0.0,1.0,1.0,38.10953800000002,-0.784070999999996,calle medico julio garcia garcia,banet,almoradi,03106,school
191,centro pensionistas y jubilados,0.0,1.0,0.0,0.0,0.0,1.0,38.700365,-0.7669330000000028,placa de carles iv,desconocido,desconocido,desconocido,pedestrian
192,centro polivalente (cultural-social-ensenyanza-sanitar,1.0,0.0,0.0,0.0,1.0,1.0,38.67510399999996,-0.1113200000000046,carrer del raval de baix,desconocido,desconocido,03518,house
193,centro polivalente asociaciones (antiguo centro de sal,1.0,0.0,0.0,0.0,0.0,1.0,38.384541,-0.7570850000000057,avenida benito perez galdos,desconocido,novelda,03660,nursing_home
194,centro polivalente sociocultural,1.0,0.0,1.0,0.0,0.0,1.0,38.11214600000002,-0.7161860000000033,trafalgar,desconocido,desconocido,03078,school
195,centro salud agua deportivo (csad),1.0,0.0,0.0,0.0,1.0,1.0,38.382747,-0.7573189999999945,plaza margarita salas,desconocido,novelda,03660,sports_centre
196,centro salud polop avda sagi barba 24,0.0,0.0,0.0,0.0,1.0,0.0,38.622122000000005,-0.1298109999999988,avinguda de sagi barba,desconocido,desconocido,03520,pharmacy
197,centro social,0.0,0.0,0.0,0.0,0.0,0.0,38.43760400000002,-0.6391569999999983,avinguda del consell del pais valencia,desconocido,desconocido,03698,secondary
198,"centro social ""casa del cisco""",0.0,0.0,0.0,0.0,0.0,0.0,38.34776599999996,-0.7689789999999961,avenida de la constitucion,desconocido,aspe,03680,museum
199,centro social 3a edad de fleixy antiguo ayuntamiento,1.0,1.0,1.0,0.0,0.0,1.0,38.777854799999965,-0.1093689000000054,carrer major,desconocido,la vall de laguar,03791,house
200,centro social albir,0.0,0.0,0.0,0.0,0.0,0.0,38.571519800000026,-0.0770766999999992,carrer sant javier,urbanitzacio l'estrada,desconocido,03581,residential
201,centro social barrio la coca (centro de adultos),1.0,1.0,0.0,0.0,0.0,1.0,38.34244700000004,-0.7642440000000046,calle santander,desconocido,aspe,03680,school
202,centro social de la 3a edad,0.0,0.0,0.0,0.0,1.0,0.0,38.84346259999997,-0.3091574000000047,carrer de la safor,desconocido,desconocido,03860,restaurant
203,centro social de la estacion,0.0,0.0,1.0,0.0,1.0,0.0,38.40546300000001,-0.7750850000000052,cami castella,barrio de la estacion,novelda,03660,residential
204,centro social de recreo de personas mayores carmencita,1.0,0.0,0.0,0.0,0.0,1.0,38.378532000000014,-0.7721049999999959,calle san marcial,desconocido,novelda,03660,community_centre
205,centro social la alberca,1.0,0.0,0.0,0.0,0.0,1.0,38.594267000000016,-0.1434840000000047,avinguda d'andalusia,urbanitzacio l'alberca,desconocido,03520,residential
206,centro social plazoleta del pilar 3 pbj de xirles,1.0,0.0,0.0,0.0,0.0,1.0,38.63403500000002,-0.1361689999999972,carrer major,desconocido,desconocido,03520,residential
207,centro social polivalente,0.0,1.0,0.0,0.0,0.0,1.0,38.62888799999997,-0.6745159999999999,calle virgen salud,desconocido,onil,03430,residential
208,centro social urb. marina,0.0,0.0,0.0,0.0,0.0,0.0,38.135974,-0.6864229999999992,avenida de san fulgencio,urbanizacion la marina-el oasis,desconocido,03177,community_centre
209,centro socio cultural,0.0,0.0,0.0,0.0,0.0,0.0,38.02860999999997,-0.7473250000000035,calle virgen de loreto,barrio de los miras,desconocido,03187,house
210,centro socio cultural los palacios,0.0,0.0,0.0,0.0,1.0,0.0,38.08954700000004,-0.7273070000000003,calle benijofar,los palacios,desconocido,03078,pitch
211,centro sociocultural biblioteca y regantes,0.0,0.0,1.0,0.0,0.0,0.0,38.159203000000005,-0.8028929999999941,calle san antonio,desconocido,desconocido,03158,living_street
212,centro sociocultural san roque,0.0,0.0,1.0,0.0,1.0,0.0,38.08464500000001,-0.7467860000000056,calle federico garcia lorca,desconocido,desconocido,03179,social_facility
213,centro tercera edad,1.0,0.0,1.0,0.0,0.0,1.0,38.10816400000002,-0.7877830000000017,calle antimo illescas,centro,almoradi,03160,pedestrian
214,centro tercera edad barrio la garrova,1.0,1.0,1.0,0.0,0.0,1.0,38.385327,-0.7657529999999961,calle emilio castelar,desconocido,novelda,03660,bank
215,cerveceria jorge,0.0,0.0,0.0,0.0,0.0,2.0,38.3626074,-0.4897097,carrer de martin luther king / calle martin luther king,altossano,alacant / alicante,3010.0,bar
216,chiringuito rompeolas,0.0,0.0,0.0,0.0,0.0,4.0,38.3462433,-0.4767517,passeig de gomiz / paseo de gomiz,vistahermosa,alacant / alicante,3002.0,restaurant
217,cim formacion alicante,0.0,0.0,0.0,0.0,0.0,4.0,38.3488762,-0.4914931,carrer del mestre breton / calle maestro breton,nostra senyora de gracia,alacant / alicante,3004.0,college
218,ciudad ibero romana de lucentum,0.0,0.0,0.0,2.0,0.0,2.0,38.3647421,-0.4388496,carrer de dafne / calle dafne,albufereta,alacant / alicante,3540.0,archaeological_site
219,club convidencia de la 3a edad j. lozano,0.0,0.0,1.0,0.0,0.0,0.0,38.14095799999996,-0.886200999999998,calle alameda,desconocido,desconocido,03350,residential
220,club deportivo montemar,0.0,0.0,0.0,0.0,0.0,3.0,38.3567191,-0.4756423,carrer de la gimnasta maisa lloret / calle gimnasta maisa lloret,el pla del bon repos,alacant / alicante,3013.0,pitch
221,coffee nutz,0.0,0.0,0.0,0.0,0.0,4.0,38.3475316,-0.4845614,la rambla / la rambla,raval de sant francesc,alacant / alicante,3001.0,cafe
222,colegio alfonso iniesta y aulas anexas edu. infantil,0.0,0.0,0.0,0.0,1.0,0.0,38.721449999999976,-0.6566560000000032,carrer del llavadoret,desconocido,desconocido,03450,school
223,colegio jose maria manresa navarro,0.0,0.0,0.0,0.0,1.0,0.0,38.116188,-0.7165460000000031,avenida del polideportivo,desconocido,desconocido,03078,school
224,colegio la malena (conservatorio municipal de musica),1.0,1.0,1.0,0.0,0.0,1.0,38.716015,-0.6547940000000019,carrer de l'ermita,la mallaeta,desconocido,03450,parking
225,"colegio privado ""virgen de las nieves""",1.0,1.0,0.0,0.0,0.0,1.0,38.34841200000002,-0.7668700000000029,calle pedro galipienso,desconocido,aspe,03680,school
226,colegio publico,1.0,0.0,1.0,0.0,0.0,1.0,38.677612,-0.1988299999999978,carrer de l'esglesia,desconocido,desconocido,03516,school
227,"colegio publico ""dr. calatayud""",0.0,1.0,1.0,0.0,0.0,1.0,38.344260000000006,-0.7709409999999953,calle gregorio rizo,desconocido,aspe,03680,school
228,"colegio publico ""el castillo""",0.0,1.0,0.0,0.0,0.0,1.0,38.34800799999996,-0.7729750000000013,calle monovar,desconocido,aspe,03680,school
229,"colegio publico ""la paloma""",0.0,1.0,1.0,0.0,0.0,1.0,38.33812799999996,-0.7678630000000004,calle lope de vega,desconocido,aspe,03680,school
230,"colegio publico ""la paloma"" (colegio moscardo)",0.0,1.0,0.0,0.0,0.0,1.0,38.34165300000003,-0.7688100000000041,avenida gran capitan,desconocido,aspe,03680,school
231,"colegio publico ""la serranica""",0.0,1.0,0.0,0.0,1.0,1.0,38.346371000000005,-0.7616849999999977,calle jose vicedo calatayud,desconocido,aspe,03680,school
232,"colegio publico ""vistahermosa 2 ram-8""",0.0,1.0,0.0,0.0,0.0,1.0,38.34198300000004,-0.7695789999999927,calle virgen de la esperanza,desconocido,aspe,03680,school
233,"colegio publico ""vistahermosa i",1.0,1.0,0.0,0.0,0.0,1.0,38.33737999999996,-0.7673909999999972,calle antonio ayala,desconocido,aspe,03680,school
234,colegio publico divina aurora,1.0,0.0,0.0,0.0,1.0,1.0,38.70017899999997,-0.760597000000005,avenida baneres,desconocido,desconocido,03460,school
235,colindantes teatro wagner (posada y auditorio alfredo,0.0,0.0,1.0,0.0,0.0,0.0,38.34343599999998,-0.7707920000000053,calle barranco,desconocido,aspe,03680,bench
236,collegi d'educacio infantil i primaria san fernando,0.0,0.0,0.0,0.0,0.0,4.0,38.3552455,-0.4993587,carrer de ciudad real / calle ciudad real,poligon de sant blai,alacant / alicante,3005.0,school
237,como una estrella,0.0,0.0,0.0,0.0,0.0,2.0,38.3432547,-0.4944454,glorieta de l'estrella / glorieta de la estrella,nostra senyora de gracia,alacant / alicante,3003.0,artwork
238,conservatori m,0.0,0.0,0.0,0.0,0.0,0.0,38.59762139999999,-0.0508594999999949,carrer la sequia,desconocido,altea,03590,residential
239,conservatorio,0.0,0.0,0.0,0.0,0.0,0.0,38.16102499999996,-0.8034790000000008,calle jose m. miralles quinto,desconocido,desconocido,03158,residential
240,consulado britanico,0.0,0.0,0.0,0.0,0.0,2.0,38.3457204,-0.4837505,la rambla / la rambla,raval de sant francesc,alacant / alicante,3002.0,diplomatic
241,consultes externes,0.0,0.0,0.0,0.0,0.0,4.0,38.3642271,-0.4856023,carrer del mestre alonso / calle maestro alonso,les carolines altes,alacant / alicante,3012.0,hospital
242,consultorio auxiliar,1.0,1.0,0.0,1.0,1.0,1.0,38.67564799999995,-0.1987000000000014,avenida de alicante,desconocido,desconocido,03517,cafe
243,consultorio auxiliar la cala,0.0,0.0,0.0,0.0,0.0,0.0,38.53164299999998,-0.1683530000000064,avinguda marina baixa,la cala de finestrat,desconocido,03509,hotel
244,consultorio auxiliar marina,0.0,0.0,0.0,0.0,0.0,0.0,38.13546099999999,-0.6865799999999966,calle amsterdam,urbanizacion la marina-el oasis,desconocido,03177,clinic
245,consultorio auxiliar y vivienda medico,0.0,0.0,1.0,0.0,1.0,0.0,38.8423311,-0.3114108000000017,carrer mestres serrano,desconocido,desconocido,03860,carpenter
246,consultorio medico,0.0,0.0,0.0,0.0,1.0,0.0,38.08634200000005,-0.7953050000000019,calle san jose,desconocido,desconocido,03169,house
247,consultorio medico interior,0.0,0.0,0.0,0.0,0.0,0.0,38.02546900000002,-0.747437999999995,calle miguel hernandez,barrio de los miras,desconocido,03187,clinic
248,consultorio medico y centro social de benimaurell,1.0,0.0,1.0,0.0,1.0,1.0,38.77334249999997,-0.1273670999999979,carrer del llop,desconocido,la vall de laguar,03791,house
249,consultorio y proteccion civil,0.0,0.0,0.0,0.0,0.0,0.0,38.114614999999965,-0.7175389999999975,infanta leonor,desconocido,desconocido,03078,clinic
250,correos,0.0,0.0,0.0,0.0,0.0,4.0,38.3656993,-0.4311114,avinguda d'ansaldo / avenida de ansaldo,albufereta,alacant / alicante,3540.0,post_office
251,cp olta,0.0,1.0,0.0,0.0,0.0,1.0,38.64448840000003,0.0399257999999954,carrer pare manjon,la manzanera,calp,03710,school
252,cristobal pardo,0.0,0.0,0.0,0.0,0.0,3.0,38.3629519,-0.4722109,carrer del doctor cristobal pardo / calle doctor cristobal pardo,el garbinet,alacant / alicante,3015.0,bus_stop
253,denia - canonigo penalva ii,0.0,0.0,0.0,0.0,0.0,4.0,38.3524864,-0.473603,carrer del canonge manuel penalva / calle canonigo manuel penalva,sangueta,alacant / alicante,3013.0,bus_stop
254,denia - cc plaza mar 2,0.0,0.0,0.0,0.0,0.0,4.0,38.3532276,-0.4735168,avinguda de denia / avenida de denia,vistahermosa,alacant / alicante,3013.0,bus_stop
255,dependencias municipales (suma servicios sociales y p,0.0,0.0,0.0,0.0,0.0,0.0,38.159734999999976,-0.8048269999999951,desconocido,desconocido,desconocido,03158,pedestrian
256,disfruta zumos naturales,0.0,0.0,0.0,0.0,0.0,4.0,38.3493091,-0.4884099,placa del music oscar tordera inesta / plaza del musico oscar tordera inesta,nostra senyora de gracia,alacant / alicante,3004.0,fast_food
257,doggy beach,0.0,0.0,0.0,0.0,0.0,3.0,38.2987065,-0.5194136,passeig del music ignacio juan barcelo / paseo musico ignacio juan barcelo,desconocido,alacant / alicante,3008.0,biergarten
258,dua clinic,0.0,0.0,0.0,0.0,0.0,4.0,38.3701775,-0.4144339,avinguda de santander / avenida de santander,la platja de sant joan,alacant / alicante,3540.0,hospital
259,edf. local de la juventud y emisoria de radio,1.0,0.0,0.0,0.0,0.0,1.0,38.71553899999999,-0.6581600000000056,carrer del castell,desconocido,desconocido,03450,residential
260,edf. museo del papeldel pais valencia (villa rosario),1.0,0.0,0.0,0.0,0.0,1.0,38.72214499999999,-0.6557189999999985,passeig font del cavaller,la mallaeta,desconocido,03450,museum
261,edif. multiusos barquillero,0.0,0.0,1.0,0.0,0.0,0.0,38.537865000000025,-0.1731499999999926,cv-767,desconocido,desconocido,03509,parking
262,edifici al c/ del dr. gomez ferrer 44,1.0,1.0,0.0,0.0,0.0,1.0,38.77502499999999,0.0841660000000004,carrer doctor gomez ferrer,desconocido,desconocido,03740,house
263,edifici de l'ajuntament,0.0,0.0,0.0,0.0,1.0,0.0,38.773423999999984,0.0835119999999947,carrer la bassa,desconocido,desconocido,03740,pedestrian
264,edifici de la escoleta infantil,1.0,0.0,1.0,0.0,1.0,1.0,38.82800699999998,0.0216350000000018,carrer alfatares,desconocido,desconocido,03760,residential
265,edifici de lajuntament,0.0,0.0,0.0,0.0,0.0,0.0,38.82825600000002,0.0170440000000024,placa del convent,desconocido,desconocido,03760,living_street
266,edifici del centre social integrat,0.0,0.0,0.0,0.0,1.0,0.0,38.77309900000002,0.0833639999999968,pr-cv 412,desconocido,desconocido,03740,path
267,edifici del grup escolar santissim crist,0.0,1.0,0.0,0.0,0.0,1.0,38.77054999999998,0.083712,carrer de les alcolaies,desconocido,desconocido,03740,school
268,edifici el prado . sala multiusos,1.0,0.0,0.0,0.0,0.0,1.0,38.828694999999975,0.0162669999999962,avinguda general bosch,desconocido,desconocido,03760,marketplace
269,"edifici polivalent ""guillem agullo""",0.0,0.0,1.0,0.0,0.0,0.0,38.77068299999999,0.0841319999999952,carrer del grup escolar,desconocido,desconocido,03740,house
270,edificio antiguo ceip sant roc,0.0,1.0,0.0,0.0,1.0,1.0,38.61260699999999,-0.1355930000000065,calle apolo,urbanitzacio polop paradis,desconocido,03520,kindergarten
271,edificio casa consistorial,0.0,0.0,0.0,0.0,1.0,0.0,38.622601,-0.1313410000000018,avinguda de sagi barba,desconocido,desconocido,03520,residential
272,edificio casa de cultura,1.0,1.0,0.0,0.0,0.0,1.0,38.62171299999998,-0.1269719999999983,carrer del posit,desconocido,desconocido,03520,residential
273,edificio casa museo gabriel miro,1.0,1.0,0.0,0.0,0.0,1.0,38.62238300000001,-0.1306620000000022,avinguda de sagi barba,desconocido,desconocido,03520,residential
274,edificio centro social c. san ramon no 36,1.0,0.0,1.0,0.0,1.0,1.0,38.63431700000001,-0.1343159999999953,carrer de sant ramon,desconocido,desconocido,03520,residential
275,edificio centro social pau 1 parcela 51 equip admin,0.0,0.0,1.0,0.0,0.0,0.0,38.61910999999998,-0.1439240000000079,avinguda de la baronia de polop,urbanitzacio polop paradis,desconocido,03520,residential
276,edificio de la casa consistorial (ayuntamiento),0.0,0.0,0.0,0.0,0.0,0.0,38.57957100000005,-0.1017262999999999,carrer de les escoles,desconocido,desconocido,03580,tertiary
277,edificio multiusos,1.0,0.0,1.0,0.0,0.0,1.0,38.6553226,0.0491849999999966,desconocido,san bernardo,calp,03710,unclassified
278,edificio multiusos emaus,1.0,0.0,1.0,0.0,0.0,1.0,38.84179600000004,0.0100499999999978,carrer de sant antoni,desconocido,desconocido,03770,residential
279,edificio multiusos o centro socio cultural la pilarica,0.0,0.0,0.0,0.0,1.0,0.0,38.62210299999998,-0.1297259999999986,avinguda de sagi barba,desconocido,desconocido,03520,pharmacy
280,edificio multiusos y antiguo consultorio de campell,1.0,0.0,1.0,0.0,0.0,1.0,38.78050929999995,-0.1013413000000003,carrer rei en jaume,desconocido,la vall de laguar,03791,doctors
281,edificio nuevo ceip sant roc,0.0,1.0,0.0,0.0,0.0,1.0,38.61436200000003,-0.1361750000000043,calle apolo,urbanitzacio polop paradis,desconocido,03520,parking
282,edificio usos multiples,0.0,0.0,1.0,1.0,1.0,1.0,38.84639399999997,0.0113100000000023,carrer l'escorxador,desconocido,desconocido,03770,residential
283,el corte ingles,0.0,0.0,0.0,0.0,0.0,4.0,38.3440222,-0.4898638,avinguda de federico soto / avenida de federico soto,nostra senyora de gracia,alacant / alicante,3003.0,toilets
284,el dragon escamado,0.0,0.0,0.0,0.0,0.0,3.0,38.351009,-0.4883346,carrer del taquigraf marti / calle taquigrafo marti,raval de sant antoni,alacant / alicante,3004.0,restaurant
285,el mirador,0.0,0.0,0.0,0.0,0.0,2.0,38.3485199,-0.4750497,carrer de la mare de deu del socors / calle virgen del socorro,sant roc,alacant / alicante,3002.0,cafe
286,el refugio,0.0,0.0,0.0,0.0,0.0,2.0,38.3408195,-0.4907056,carrer d'italia / calle italia,raval de sant francesc,alacant / alicante,3003.0,bar
287,elan cabaret,0.0,0.0,0.0,0.0,0.0,2.0,38.3500069,-0.4869255,carrer capitan segarra / calle capitan segarra,nostra senyora de gracia,alacant / alicante,3004.0,pub
288,eleuterio maisonnave,0.0,0.0,0.0,0.0,0.0,4.0,38.3435353,-0.4889015,placa de calvo sotelo / plaza de calvo sotelo,nostra senyora de gracia,alacant / alicante,3003.0,artwork
289,escola de musica,1.0,1.0,1.0,0.0,1.0,1.0,38.59937599999996,-0.0488459999999956,carrer de la filharmonica,desconocido,altea,03590,house
290,escola musica,1.0,1.0,1.0,0.0,0.0,1.0,38.740885,-0.0117336999999968,carrer d’alacant,urbanitzacio solana park,desconocido,03727,place_of_worship
291,escuela,0.0,0.0,1.0,0.0,0.0,0.0,38.77289559999999,-0.4267513999999985,avinguda del pais valencia,desconocido,desconocido,03829,school
292,escuela de musica,0.0,0.0,1.0,0.0,1.0,0.0,38.11435400000002,-0.7187839999999979,menendez pelayo,desconocido,desconocido,03078,music_school
293,escuela infantil,0.0,0.0,1.0,0.0,0.0,0.0,38.02986299999996,-0.7423980000000013,calle maestro fidel gomez,desconocido,desconocido,03187,school
294,escuela infantil municipal,0.0,0.0,1.0,0.0,0.0,0.0,38.08655400000004,-0.7976940000000002,calle del camino san miguel,desconocido,desconocido,03169,kindergarten
295,escuela municipal infantil,0.0,0.0,1.0,0.0,0.0,0.0,38.56804899999997,-0.2137340000000025,carrer serra cortina,desconocido,desconocido,desconocido,residential
296,escuelas municipales 1927,1.0,0.0,0.0,0.0,0.0,1.0,38.10970100000005,-0.7935490000000027,calle rafael alberti,centro,almoradi,03160,bakery
297,espacio multiusos comercial-cultural,0.0,0.0,1.0,0.0,0.0,0.0,38.11557900000003,-0.7185519999999954,fernando alonso,desconocido,desconocido,03078,residential
298,espacio polivalente segorb,0.0,0.0,1.0,0.0,0.0,0.0,38.534348000000016,-0.5065019999999977,carrer d'enric valor,barri de segorb,desconocido,03100,police
299,estacion-salamanca,0.0,0.0,0.0,0.0,0.0,3.0,38.3440763,-0.49474,avinguda de salamanca / avenida de salamanca,nostra senyora de gracia,alacant / alicante,3003.0,bus_stop
300,estadio jose rico perez,0.0,0.0,0.0,0.0,0.0,4.0,38.3573816,-0.4926034,carrer de marco oliver / calle marco oliver,altossano,alacant / alicante,3009.0,stadium
301,euipo-elche,0.0,0.0,0.0,0.0,0.0,4.0,38.3125598,-0.5164248,avinguda d'elx / avenida de elche,alicante hills,alacant / alicante,3008.0,bus_stop
302,europa,0.0,0.0,0.0,0.0,0.0,4.0,38.3367437,-0.5070558,carrer del club de futbol hercules / calle club de futbol hercules,la florida baixa,alacant / alicante,3007.0,parking
303,europhone,0.0,0.0,0.0,0.0,0.0,3.0,38.3611214,-0.4923711,avinguda de novelda / avenida de novelda,altossano,alacant / alicante,3010.0,internet_cafe
304,explanada de espanya,0.0,0.0,0.0,0.0,0.0,4.0,38.3436603,-0.4827888,la rambla / la rambla,raval de sant francesc,alacant / alicante,3001.0,bus_stop
305,ext. adm. a. la vella,0.0,0.0,0.0,0.0,1.0,0.0,38.63032050000004,-0.0437746999999968,carrer rector llinares / calle cura llinares,desconocido,altea,03599,library
306,extension administrativa la cala,0.0,1.0,0.0,0.0,0.0,1.0,38.53196100000003,-0.1684599999999954,desconocido,desconocido,desconocido,03509,residential
307,facultat de farmacia - universitat miguel hernandez d'elx,0.0,0.0,0.0,2.0,0.0,3.0,38.3872224,-0.4354765,avenida don santiago ramon y cajal,la santa fac,sant joan d'alacant,3559.0,clinic
308,falafelmania vegetariano oriental,0.0,0.0,0.0,0.0,0.0,3.0,38.3323606,-0.5089442,carrer de peru / calle peru,el palmeral,alacant / alicante,3007.0,restaurant
309,farmacia,0.0,0.0,0.0,0.0,0.0,4.0,38.360831,-0.4500242,carrer del sol naixent / calle sol naciente,albufereta,alacant / alicante,3016.0,pharmacy
310,farmacia del teatro,0.0,0.0,0.0,0.0,0.0,4.0,38.3456448,-0.486491,carrer del teatre / calle del teatro,nostra senyora de gracia,alacant / alicante,3001.0,pharmacy
311,farmacia velero blanco,0.0,0.0,0.0,0.0,0.0,4.0,38.384647,-0.4122218,carrer de la solfista concepcion rubio / calle solfista concepcion rubio,desconocido,alacant / alicante,3540.0,pharmacy
312,federopticos lledo - jornet,0.0,0.0,0.0,0.0,0.0,4.0,38.3585641,-0.4781891,carrer de sant mateu / calle san mateo,les carolines baixes,alacant / alicante,3012.0,optician
313,fixphone,0.0,0.0,0.0,0.0,0.0,4.0,38.3677022,-0.4262222,avinguda de l'historiador vicente ramos / avenida del historiador vicente ramos,albufereta,alacant / alicante,3540.0,mobile_phone
314,foster's hollywood,0.0,0.0,0.0,0.0,0.0,4.0,38.338368,-0.4864816,avinguda de perfecto palacio de la fuente / avenida perfecto palacio de la fuente,raval de sant francesc,alacant / alicante,3003.0,restaurant
315,fpa,0.0,1.0,0.0,0.0,0.0,1.0,38.6055224,-0.0460147999999949,cami de l'institut,desconocido,altea,03590,residential
316,garbinet,0.0,0.0,0.0,0.0,0.0,4.0,38.3624308,-0.4783146,avinguda del periodista rodolfo salazar / avenida del periodista rodolfo salazar,les carolines altes,alacant / alicante,3015.0,tram_stop
317,gascunyana,0.0,0.0,0.0,0.0,0.0,2.0,38.3749858,-0.4880959,carrer del farmaceutic agatangelo soler / calle farmaceutico agatangelo soler,verge del remei,alacant / alicante,3112.0,tertiary
318,gaston castello (tram),0.0,0.0,0.0,0.0,0.0,4.0,38.3733039,-0.4870928,carrer del canonge giner / calle canonigo giner,verge del remei,alacant / alicante,3112.0,bus_stop
319,gloria ferez,0.0,0.0,0.0,0.0,0.0,4.0,38.3651713,-0.4970922,carrer diagonal / calle diagonal,la tombola,alacant / alicante,3009.0,hairdresser
320,go 99,0.0,0.0,0.0,0.0,0.0,4.0,38.3401184,-0.4899004,carrer de l'arquebisbe loaces / calle arzobispo loaces,raval de sant francesc,alacant / alicante,3003.0,supermarket
321,higienetodo,0.0,0.0,0.0,0.0,0.0,4.0,38.3400827,-0.5608254,carrer del ien / calle del yen,desconocido,alacant / alicante,3114.0,residential
322,hogar 3a edad,1.0,0.0,1.0,0.0,0.0,1.0,38.72355819999999,-0.3154278000000012,avinguda del pais valencia,desconocido,desconocido,03811,garden
323,hogar del jubilado,0.0,0.0,1.0,0.0,0.0,0.0,38.71820099999996,-0.6576180000000078,carrer santa cecilia,desconocido,desconocido,03450,residential
324,holanda,0.0,0.0,0.0,0.0,0.0,4.0,38.3681319,-0.4198137,glorieta del fotoperiodista perfecto arjones,desconocido,alacant / alicante,3540.0,tram_stop
325,hospital,0.0,0.0,0.0,0.0,0.0,4.0,38.3643274,-0.4838579,avinguda del periodista rodolfo salazar / avenida del periodista rodolfo salazar,sidi ifni - nou alacant,alacant / alicante,3014.0,tram_stop
326,hospital de dia,0.0,0.0,0.0,0.0,0.0,4.0,38.3527772,-0.4764815,carrer de celia valls / calle celia valls,sant roc,alacant / alicante,3013.0,emergency_ward_entrance
327,hostal les monges palace,0.0,0.0,0.0,0.0,0.0,4.0,38.3458972,-0.4815316,carrer de les monges / calle de las monjas,centre historic,alacant / alicante,3002.0,hostel
328,hotel ac alicante,0.0,0.0,0.0,0.0,0.0,4.0,38.3386446,-0.4948575,carrer d'isabel la catolica / calle isabel la catolica,nostra senyora de gracia,alacant / alicante,3003.0,hotel
329,i2e (ingenieria informatica empresarial),0.0,0.0,0.0,0.0,0.0,4.0,38.3451668,-0.5068288,carrer d'auso y monzo / calle auso y monzo,sant ferran - princesa mercedes,alacant / alicante,3006.0,it
330,ies catral,0.0,1.0,0.0,0.0,1.0,1.0,38.164920000000016,-0.8017780000000039,calle armando ros duenas,desconocido,desconocido,03158,school
